♠3,♦7,♥5,♠J,♣5 | Pair
♠3,♦7,♠T,♠8,♦T | Pair
♠3,♦7,♠T,♦3,♥Q | Pair
♠3,♦7,♠T,♦3,♦T | Two Pairs
♠3,♦7,♠T,♦3,♣Q | Pair
♠3,♦7,♠T,♥Q,♦T | Pair
♠3,♦7,♠T,♥Q,♣Q | Pair
♠3,♦7,♠T,♦T,♣Q | Pair
♠3,♦7,♠Q,♣2,♦3 | Pair
♠3,♦7,♠Q,♣2,♥Q | Pair
♠3,♦7,♠Q,♣2,♣Q | Pair
♠3,♦7,♠Q,♦A,♦3 | Pair
♠3,♦7,♠Q,♦A,♥Q | Pair
♠3,♦7,♠Q,♦A,♣Q | Pair
♠3,♦7,♠Q,♣5,♦3 | Pair
♠3,♦7,♠Q,♣5,♥Q | Pair
♠3,♦7,♠Q,♣5,♣Q | Pair
♠3,♦7,♠Q,♠8,♦3 | Pair
♠3,♦7,♠Q,♠8,♥Q | Pair
♠3,♦7,♠Q,♠8,♣Q | Pair
♠3,♦7,♠Q,♦3,♥Q | Two Pairs
♠3,♦7,♠Q,♦3,♦T | Pair
♠3,♦7,♠Q,♦3,♣Q | Two Pairs
♠3,♦7,♠Q,♥Q,♦T | Pair
♠3,♦7,♠Q,♥Q,♣Q | Full House
♠3,♦7,♠Q,♦T,♣Q | Pair
♠3,♦7,♣2,♦A,♦3 | Pair
♠3,♦7,♣2,♣5,♦3 | Pair
♠3,♦7,♣2,♠8,♦3 | Pair
♠3,♦7,♣2,♦3,♥Q | Pair
♠3,♦7,♣2,♦3,♦T | Pair
♠3,♦7,♣2,♦3,♣Q | Pair
♠3,♦7,♣2,♥Q,♣Q | Pair
♠3,♦7,♦A,♣5,♦3 | Pair
♠3,♦7,♦A,♠8,♦3 | Pair
♠3,♦7,♦A,♦3,♥Q | Pair
♠3,♦7,♦A,♦3,♦T | Pair
♠3,♦7,♦A,♦3,♣Q | Pair
♠3,♦7,♦A,♥Q,♣Q | Pair
♠3,♦7,♣5,♠8,♦3 | Pair
♠3,♦7,♣5,♦3,♥Q | Pair
♠3,♦7,♣5,♦3,♦T | Pair
♠3,♦7,♣5,♦3,♣Q | Pair
♠3,♦7,♣5,♥Q,♣Q | Pair
♠3,♦7,♠8,♦3,♥Q | Pair
♠3,♦7,♠8,♦3,♦T | Pair
♠3,♦7,♠8,♦3,♣Q | Pair
♠3,♦7,♠8,♥Q,♣Q | Pair
♠3,♦7,♦3,♥Q,♦T | Pair
♠3,♦7,♦3,♥Q,♣Q | Two Pairs
♠3,♦7,♦3,♦T,♣Q | Pair
♠3,♦7,♥Q,♦T,♣Q | Pair
♠3,♥5,♠J,♠T,♣5 | Pair
♠3,♥5,♠J,♠T,♦3 | Pair
♠3,♥5,♠J,♠T,♦T | Pair
♠3,♥5,♠J,♠Q,♣5 | Pair
♠3,♥5,♠J,♠Q,♦3 | Pair
♠3,♥5,♠J,♠Q,♥Q | Pair
♠3,♥5,♠J,♠Q,♣Q | Pair
♠3,♥5,♠J,♣2,♣5 | Pair
♠3,♥5,♠J,♣2,♦3 | Pair
♠3,♥5,♠J,♦A,♣5 | Pair
♠3,♥5,♠J,♦A,♦3 | Pair
♠3,♥5,♠J,♣5,♠8 | Pair
♠3,♥5,♠J,♣5,♦3 | Two Pairs
♠3,♥5,♠J,♣5,♥Q | Pair
♠3,♥5,♠J,♣5,♦T | Pair
♠3,♥5,♠J,♣5,♣Q | Pair
♠3,♥5,♠J,♠8,♦3 | Pair
♠3,♥5,♠J,♦3,♥Q | Pair
♠3,♥5,♠J,♦3,♦T | Pair
♠3,♥5,♠J,♦3,♣Q | Pair
♠3,♥5,♠J,♥Q,♣Q | Pair
♠3,♥5,♠T,♠Q,♣5 | Pair
♠3,♥5,♠T,♠Q,♦3 | Pair
♠3,♥5,♠T,♠Q,♥Q | Pair
♠3,♥5,♠T,♠Q,♦T | Pair
♠3,♥5,♠T,♠Q,♣Q | Pair
♠3,♥5,♠T,♣2,♣5 | Pair
♠3,♥5,♠T,♣2,♦3 | Pair
♠3,♥5,♠T,♣2,♦T | Pair
♠3,♥5,♠T,♦A,♣5 | Pair
♠3,♥5,♠T,♦A,♦3 | Pair
♠3,♥5,♠T,♦A,♦T | Pair
♠3,♥5,♠T,♣5,♠8 | Pair
♠3,♥5,♠T,♣5,♦3 | Two Pairs
♠3,♥5,♠T,♣5,♥Q | Pair
♠3,♥5,♠T,♣5,♦T | Two Pairs
♠3,♥5,♠T,♣5,♣Q | Pair
♠3,♥5,♠T,♠8,♦3 | Pair
♠3,♥5,♠T,♠8,♦T | Pair
♠3,♥5,♠T,♦3,♥Q | Pair
♠3,♥5,♠T,♦3,♦T | Two Pairs
♠3,♥5,♠T,♦3,♣Q | Pair
♠3,♥5,♠T,♥Q,♦T | Pair
♠3,♥5,♠T,♥Q,♣Q | Pair
♠3,♥5,♠T,♦T,♣Q | Pair
♠3,♥5,♠Q,♣2,♣5 | Pair
♠3,♥5,♠Q,♣2,♦3 | Pair
♠3,♥5,♠Q,♣2,♥Q | Pair
♠3,♥5,♠Q,♣2,♣Q | Pair
♠3,♥5,♠Q,♦A,♣5 | Pair
♠3,♥5,♠Q,♦A,♦3 | Pair
♠3,♥5,♠Q,♦A,♥Q | Pair
♠3,♥5,♠Q,♦A,♣Q | Pair
♠3,♥5,♠Q,♣5,♠8 | Pair
♠3,♥5,♠Q,♣5,♦3 | Two Pairs
♠3,♥5,♠Q,♣5,♥Q | Two Pairs
♠3,♥5,♠Q,♣5,♦T | Pair
♠3,♥5,♠Q,♣5,♣Q | Two Pairs
♠3,♥5,♠Q,♠8,♦3 | Pair
♠3,♥5,♠Q,♠8,♥Q | Pair
♠3,♥5,♠Q,♠8,♣Q | Pair
♠3,♥5,♠Q,♦3,♥Q | Two Pairs
♠3,♥5,♠Q,♦3,♦T | Pair
♠3,♥5,♠Q,♦3,♣Q | Two Pairs
♠3,♥5,♠Q,♥Q,♦T | Pair
♠3,♥5,♠Q,♥Q,♣Q | Full House
♠3,♥5,♠Q,♦T,♣Q | Pair
♠3,♥5,♣2,♦A,♣5 | Pair
♠3,♥5,♣2,♦A,♦3 | Pair
♠3,♥5,♣2,♣5,♠8 | Pair
♠3,♥5,♣2,♣5,♦3 | Two Pairs
♠3,♥5,♣2,♣5,♥Q | Pair
♠3,♥5,♣2,♣5,♦T | Pair
♠3,♥5,♣2,♣5,♣Q | Pair
♠3,♥5,♣2,♠8,♦3 | Pair
♠3,♥5,♣2,♦3,♥Q | Pair
♠3,♥5,♣2,♦3,♦T | Pair
♠3,♥5,♣2,♦3,♣Q | Pair
♠3,♥5,♣2,♥Q,♣Q | Pair
♠3,♥5,♦A,♣5,♠8 | Pair
♠3,♥5,♦A,♣5,♦3 | Two Pairs
♠3,♥5,♦A,♣5,♥Q | Pair
♠3,♥5,♦A,♣5,♦T | Pair
♠3,♥5,♦A,♣5,♣Q | Pair
♠3,♥5,♦A,♠8,♦3 | Pair
♠3,♥5,♦A,♦3,♥Q | Pair
♠3,♥5,♦A,♦3,♦T | Pair
♠3,♥5,♦A,♦3,♣Q | Pair
♠3,♥5,♦A,♥Q,♣Q | Pair
♠3,♥5,♣5,♠8,♦3 | Two Pairs
♠3,♥5,♣5,♠8,♥Q | Pair
♠3,♥5,♣5,♠8,♦T | Pair
♠3,♥5,♣5,♠8,♣Q | Pair
♠3,♥5,♣5,♦3,♥Q | Two Pairs
♠3,♥5,♣5,♦3,♦T | Two Pairs
♠3,♥5,♣5,♦3,♣Q | Two Pairs
♠3,♥5,♣5,♥Q,♦T | Pair
♠3,♥5,♣5,♥Q,♣Q | Two Pairs
♠3,♥5,♣5,♦T,♣Q | Pair
♠3,♥5,♠8,♦3,♥Q | Pair
♠3,♥5,♠8,♦3,♦T | Pair
♠3,♥5,♠8,♦3,♣Q | Pair
♠3,♥5,♠8,♥Q,♣Q | Pair
♠3,♥5,♦3,♥Q,♦T | Pair
♠3,♥5,♦3,♥Q,♣Q | Two Pairs
♠3,♥5,♦3,♦T,♣Q | Pair
♠3,♥5,♥Q,♦T,♣Q | Pair
♠3,♠J,♠T,♠Q,♠8 | Flush
♠3,♠J,♠T,♠Q,♦3 | Pair
♠3,♠J,♠T,♠Q,♥Q | Pair
♠3,♠J,♠T,♠Q,♦T | Pair
♠3,♠J,♠T,♠Q,♣Q | Pair
♠3,♠J,♠T,♣2,♦3 | Pair
♠3,♠J,♠T,♣2,♦T | Pair
♠3,♠J,♠T,♦A,♦3 | Pair
♠3,♠J,♠T,♦A,♦T | Pair
♠3,♠J,♠T,♣5,♦3 | Pair
♠3,♠J,♠T,♣5,♦T | Pair
♠3,♠J,♠T,♠8,♦3 | Pair
♠3,♠J,♠T,♠8,♦T | Pair
♠3,♠J,♠T,♦3,♥Q | Pair
♠3,♠J,♠T,♦3,♦T | Two Pairs
♠3,♠J,♠T,♦3,♣Q | Pair
♠3,♠J,♠T,♥Q,♦T | Pair
♠3,♠J,♠T,♥Q,♣Q | Pair
♠3,♠J,♠T,♦T,♣Q | Pair
♠3,♠J,♠Q,♣2,♦3 | Pair
♠3,♠J,♠Q,♣2,♥Q | Pair
♠3,♠J,♠Q,♣2,♣Q | Pair
♠3,♠J,♠Q,♦A,♦3 | Pair
♠3,♠J,♠Q,♦A,♥Q | Pair
♠3,♠J,♠Q,♦A,♣Q | Pair
♠3,♠J,♠Q,♣5,♦3 | Pair
♠3,♠J,♠Q,♣5,♥Q | Pair
♠3,♠J,♠Q,♣5,♣Q | Pair
♠3,♠J,♠Q,♠8,♦3 | Pair
♠3,♠J,♠Q,♠8,♥Q | Pair
♠3,♠J,♠Q,♠8,♣Q | Pair
♠3,♠J,♠Q,♦3,♥Q | Two Pairs
♠3,♠J,♠Q,♦3,♦T | Pair
♠3,♠J,♠Q,♦3,♣Q | Two Pairs
♠3,♠J,♠Q,♥Q,♦T | Pair
♠3,♠J,♠Q,♥Q,♣Q | Full House
♠3,♠J,♠Q,♦T,♣Q | Pair
♠3,♠J,♣2,♦A,♦3 | Pair
♠3,♠J,♣2,♣5,♦3 | Pair
♠3,♠J,♣2,♠8,♦3 | Pair
♠3,♠J,♣2,♦3,♥Q | Pair
♠3,♠J,♣2,♦3,♦T | Pair
♠3,♠J,♣2,♦3,♣Q | Pair
♠3,♠J,♣2,♥Q,♣Q | Pair
♠3,♠J,♦A,♣5,♦3 | Pair
♠3,♠J,♦A,♠8,♦3 | Pair
♠3,♠J,♦A,♦3,♥Q | Pair
♠3,♠J,♦A,♦3,♦T | Pair
♠3,♠J,♦A,♦3,♣Q | Pair
♠3,♠J,♦A,♥Q,♣Q | Pair
♠3,♠J,♣5,♠8,♦3 | Pair
♠3,♠J,♣5,♦3,♥Q | Pair
♠3,♠J,♣5,♦3,♦T | Pair
♠3,♠J,♣5,♦3,♣Q | Pair
♠3,♠J,♣5,♥Q,♣Q | Pair
♠3,♠J,♠8,♦3,♥Q | Pair
♠3,♠J,♠8,♦3,♦T | Pair
♠3,♠J,♠8,♦3,♣Q | Pair
♠3,♠J,♠8,♥Q,♣Q | Pair
♠3,♠J,♦3,♥Q,♦T | Pair
♠3,♠J,♦3,♥Q,♣Q | Two Pairs
♠3,♠J,♦3,♦T,♣Q | Pair
♠3,♠J,♥Q,♦T,♣Q | Pair
♠3,♠T,♠Q,♣2,♦3 | Pair
♠3,♠T,♠Q,♣2,♥Q | Pair
♠3,♠T,♠Q,♣2,♦T | Pair
♠3,♠T,♠Q,♣2,♣Q | Pair
♠3,♠T,♠Q,♦A,♦3 | Pair
♠3,♠T,♠Q,♦A,♥Q | Pair
♠3,♠T,♠Q,♦A,♦T | Pair
♠3,♠T,♠Q,♦A,♣Q | Pair
♠3,♠T,♠Q,♣5,♦3 | Pair
♠3,♠T,♠Q,♣5,♥Q | Pair
♠3,♠T,♠Q,♣5,♦T | Pair
♠3,♠T,♠Q,♣5,♣Q | Pair
♠3,♠T,♠Q,♠8,♦3 | Pair
♠3,♠T,♠Q,♠8,♥Q | Pair
♠3,♠T,♠Q,♠8,♦T | Pair
♠3,♠T,♠Q,♠8,♣Q | Pair
♠3,♠T,♠Q,♦3,♥Q | Two Pairs
♠3,♠T,♠Q,♦3,♦T | Two Pairs
♠3,♠T,♠Q,♦3,♣Q | Two Pairs
♠3,♠T,♠Q,♥Q,♦T | Two Pairs
♠3,♠T,♠Q,♥Q,♣Q | Full House
♠3,♠T,♠Q,♦T,♣Q | Two Pairs
♠3,♠T,♣2,♦A,♦3 | Pair
♠3,♠T,♣2,♦A,♦T | Pair
♠3,♠T,♣2,♣5,♦3 | Pair
♠3,♠T,♣2,♣5,♦T | Pair
♠3,♠T,♣2,♠8,♦3 | Pair
♠3,♠T,♣2,♠8,♦T | Pair
♠3,♠T,♣2,♦3,♥Q | Pair
♠3,♠T,♣2,♦3,♦T | Two Pairs
♠3,♠T,♣2,♦3,♣Q | Pair
♠3,♠T,♣2,♥Q,♦T | Pair
♠3,♠T,♣2,♥Q,♣Q | Pair
♠3,♠T,♣2,♦T,♣Q | Pair
♠3,♠T,♦A,♣5,♦3 | Pair
♠3,♠T,♦A,♣5,♦T | Pair
♠3,♠T,♦A,♠8,♦3 | Pair
♠3,♠T,♦A,♠8,♦T | Pair
♠3,♠T,♦A,♦3,♥Q | Pair
♠3,♠T,♦A,♦3,♦T | Two Pairs
♠3,♠T,♦A,♦3,♣Q | Pair
♠3,♠T,♦A,♥Q,♦T | Pair
♠3,♠T,♦A,♥Q,♣Q | Pair
♠3,♠T,♦A,♦T,♣Q | Pair
♠3,♠T,♣5,♠8,♦3 | Pair
♠3,♠T,♣5,♠8,♦T | Pair
♠3,♠T,♣5,♦3,♥Q | Pair
♠3,♠T,♣5,♦3,♦T | Two Pairs
♠3,♠T,♣5,♦3,♣Q | Pair
♠3,♠T,♣5,♥Q,♦T | Pair
♠3,♠T,♣5,♥Q,♣Q | Pair
♠3,♠T,♣5,♦T,♣Q | Pair
♠3,♠T,♠8,♦3,♥Q | Pair
♠3,♠T,♠8,♦3,♦T | Two Pairs
♠3,♠T,♠8,♦3,♣Q | Pair
♠3,♠T,♠8,♥Q,♦T | Pair
♠3,♠T,♠8,♥Q,♣Q | Pair
♠3,♠T,♠8,♦T,♣Q | Pair
♠3,♠T,♦3,♥Q,♦T | Two Pairs
♠3,♠T,♦3,♥Q,♣Q | Two Pairs
♠3,♠T,♦3,♦T,♣Q | Two Pairs
♠3,♠T,♥Q,♦T,♣Q | Two Pairs
♠3,♠Q,♣2,♦A,♦3 | Pair
♠3,♠Q,♣2,♦A,♥Q | Pair
♠3,♠Q,♣2,♦A,♣Q | Pair
♠3,♠Q,♣2,♣5,♦3 | Pair
♠3,♠Q,♣2,♣5,♥Q | Pair
♠3,♠Q,♣2,♣5,♣Q | Pair
♠3,♠Q,♣2,♠8,♦3 | Pair
♠3,♠Q,♣2,♠8,♥Q | Pair
♠3,♠Q,♣2,♠8,♣Q | Pair
♠3,♠Q,♣2,♦3,♥Q | Two Pairs
♠3,♠Q,♣2,♦3,♦T | Pair
♠3,♠Q,♣2,♦3,♣Q | Two Pairs
♠3,♠Q,♣2,♥Q,♦T | Pair
♠3,♠Q,♣2,♥Q,♣Q | Full House
♠3,♠Q,♣2,♦T,♣Q | Pair
♠3,♠Q,♦A,♣5,♦3 | Pair
♠3,♠Q,♦A,♣5,♥Q | Pair
♠3,♠Q,♦A,♣5,♣Q | Pair
♠3,♠Q,♦A,♠8,♦3 | Pair
♠3,♠Q,♦A,♠8,♥Q | Pair
♠3,♠Q,♦A,♠8,♣Q | Pair
♠3,♠Q,♦A,♦3,♥Q | Two Pairs
♠3,♠Q,♦A,♦3,♦T | Pair
♠3,♠Q,♦A,♦3,♣Q | Two Pairs
♠3,♠Q,♦A,♥Q,♦T | Pair
♠3,♠Q,♦A,♥Q,♣Q | Full House
♠3,♠Q,♦A,♦T,♣Q | Pair
♠3,♠Q,♣5,♠8,♦3 | Pair
♠3,♠Q,♣5,♠8,♥Q | Pair
♠3,♠Q,♣5,♠8,♣Q | Pair
♠3,♠Q,♣5,♦3,♥Q | Two Pairs
♠3,♠Q,♣5,♦3,♦T | Pair
♠3,♠Q,♣5,♦3,♣Q | Two Pairs
♠3,♠Q,♣5,♥Q,♦T | Pair
♠3,♠Q,♣5,♥Q,♣Q | Full House
♠3,♠Q,♣5,♦T,♣Q | Pair
♠3,♠Q,♠8,♦3,♥Q | Two Pairs
♠3,♠Q,♠8,♦3,♦T | Pair
♠3,♠Q,♠8,♦3,♣Q | Two Pairs
♠3,♠Q,♠8,♥Q,♦T | Pair
♠3,♠Q,♠8,♥Q,♣Q | Full House
♠3,♠Q,♠8,♦T,♣Q | Pair
♠3,♠Q,♦3,♥Q,♦T | Two Pairs
♠3,♠Q,♦3,♥Q,♣Q | Full House
♠3,♠Q,♦3,♦T,♣Q | Two Pairs
♠3,♠Q,♥Q,♦T,♣Q | Full House
♠3,♣2,♦A,♣5,♦3 | Pair
♠3,♣2,♦A,♠8,♦3 | Pair
♠3,♣2,♦A,♦3,♥Q | Pair
♠3,♣2,♦A,♦3,♦T | Pair
♠3,♣2,♦A,♦3,♣Q | Pair
♠3,♣2,♦A,♥Q,♣Q | Pair
♠3,♣2,♣5,♠8,♦3 | Pair
♠3,♣2,♣5,♦3,♥Q | Pair
♠3,♣2,♣5,♦3,♦T | Pair
♠3,♣2,♣5,♦3,♣Q | Pair
♠3,♣2,♣5,♥Q,♣Q | Pair
♠3,♣2,♠8,♦3,♥Q | Pair
♠3,♣2,♠8,♦3,♦T | Pair
♠3,♣2,♠8,♦3,♣Q | Pair
♠3,♣2,♠8,♥Q,♣Q | Pair
♠3,♣2,♦3,♥Q,♦T | Pair
♠3,♣2,♦3,♥Q,♣Q | Two Pairs
♠3,♣2,♦3,♦T,♣Q | Pair
♠3,♣2,♥Q,♦T,♣Q | Pair
♠3,♦A,♣5,♠8,♦3 | Pair
♠3,♦A,♣5,♦3,♥Q | Pair
♠3,♦A,♣5,♦3,♦T | Pair
♠3,♦A,♣5,♦3,♣Q | Pair
♠3,♦A,♣5,♥Q,♣Q | Pair
♠3,♦A,♠8,♦3,♥Q | Pair
♠3,♦A,♠8,♦3,♦T | Pair
♠3,♦A,♠8,♦3,♣Q | Pair
♠3,♦A,♠8,♥Q,♣Q | Pair
♠3,♦A,♦3,♥Q,♦T | Pair
♠3,♦A,♦3,♥Q,♣Q | Two Pairs
♠3,♦A,♦3,♦T,♣Q | Pair
♠3,♦A,♥Q,♦T,♣Q | Pair
♠3,♣5,♠8,♦3,♥Q | Pair
♠3,♣5,♠8,♦3,♦T | Pair
♠3,♣5,♠8,♦3,♣Q | Pair
♠3,♣5,♠8,♥Q,♣Q | Pair
♠3,♣5,♦3,♥Q,♦T | Pair
♠3,♣5,♦3,♥Q,♣Q | Two Pairs
♠3,♣5,♦3,♦T,♣Q | Pair
♠3,♣5,♥Q,♦T,♣Q | Pair
♠3,♠8,♦3,♥Q,♦T | Pair
♠3,♠8,♦3,♥Q,♣Q | Two Pairs
♠3,♠8,♦3,♦T,♣Q | Pair
♠3,♠8,♥Q,♦T,♣Q | Pair
♠3,♦3,♥Q,♦T,♣Q | Two Pairs
♦7,♥5,♠J,♠T,♣5 | Pair
♦7,♥5,♠J,♠T,♦T | Pair
♦7,♥5,♠J,♠Q,♣5 | Pair
♦7,♥5,♠J,♠Q,♥Q | Pair
♦7,♥5,♠J,♠Q,♣Q | Pair
♦7,♥5,♠J,♣2,♣5 | Pair
♦7,♥5,♠J,♦A,♣5 | Pair
♦7,♥5,♠J,♣5,♠8 | Pair
♦7,♥5,♠J,♣5,♦3 | Pair
♦7,♥5,♠J,♣5,♥Q | Pair
♦7,♥5,♠J,♣5,♦T | Pair
♦7,♥5,♠J,♣5,♣Q | Pair
♦7,♥5,♠J,♥Q,♣Q | Pair
♦7,♥5,♠T,♠Q,♣5 | Pair
♦7,♥5,♠T,♠Q,♥Q | Pair
♦7,♥5,♠T,♠Q,♦T | Pair
♦7,♥5,♠T,♠Q,♣Q | Pair
♦7,♥5,♠T,♣2,♣5 | Pair
♦7,♥5,♠T,♣2,♦T | Pair
♦7,♥5,♠T,♦A,♣5 | Pair
♦7,♥5,♠T,♦A,♦T | Pair
♦7,♥5,♠T,♣5,♠8 | Pair
♦7,♥5,♠T,♣5,♦3 | Pair
♦7,♥5,♠T,♣5,♥Q | Pair
♦7,♥5,♠T,♣5,♦T | Two Pairs
♦7,♥5,♠T,♣5,♣Q | Pair
♦7,♥5,♠T,♠8,♦T | Pair
♦7,♥5,♠T,♦3,♦T | Pair
♦7,♥5,♠T,♥Q,♦T | Pair
♦7,♥5,♠T,♥Q,♣Q | Pair
♦7,♥5,♠T,♦T,♣Q | Pair
♦7,♥5,♠Q,♣2,♣5 | Pair
♦7,♥5,♠Q,♣2,♥Q | Pair
♦7,♥5,♠Q,♣2,♣Q | Pair
♦7,♥5,♠Q,♦A,♣5 | Pair
♦7,♥5,♠Q,♦A,♥Q | Pair
♦7,♥5,♠Q,♦A,♣Q | Pair
♦7,♥5,♠Q,♣5,♠8 | Pair
♦7,♥5,♠Q,♣5,♦3 | Pair
♦7,♥5,♠Q,♣5,♥Q | Two Pairs
♦7,♥5,♠Q,♣5,♦T | Pair
♦7,♥5,♠Q,♣5,♣Q | Two Pairs
♦7,♥5,♠Q,♠8,♥Q | Pair
♦7,♥5,♠Q,♠8,♣Q | Pair
♦7,♥5,♠Q,♦3,♥Q | Pair
♦7,♥5,♠Q,♦3,♣Q | Pair
♦7,♥5,♠Q,♥Q,♦T | Pair
♦7,♥5,♠Q,♥Q,♣Q | Full House
♦7,♥5,♠Q,♦T,♣Q | Pair
♦7,♥5,♣2,♦A,♣5 | Pair
♦7,♥5,♣2,♣5,♠8 | Pair
♦7,♥5,♣2,♣5,♦3 | Pair
♦7,♥5,♣2,♣5,♥Q | Pair
♦7,♥5,♣2,♣5,♦T | Pair
♦7,♥5,♣2,♣5,♣Q | Pair
♦7,♥5,♣2,♥Q,♣Q | Pair
♦7,♥5,♦A,♣5,♠8 | Pair
♦7,♥5,♦A,♣5,♦3 | Pair
♦7,♥5,♦A,♣5,♥Q | Pair
♦7,♥5,♦A,♣5,♦T | Pair
♦7,♥5,♦A,♣5,♣Q | Pair
♦7,♥5,♦A,♥Q,♣Q | Pair
♦7,♥5,♣5,♠8,♦3 | Pair
♦7,♥5,♣5,♠8,♥Q | Pair
♦7,♥5,♣5,♠8,♦T | Pair
♦7,♥5,♣5,♠8,♣Q | Pair
♦7,♥5,♣5,♦3,♥Q | Pair
♦7,♥5,♣5,♦3,♦T | Pair
♦7,♥5,♣5,♦3,♣Q | Pair
♦7,♥5,♣5,♥Q,♦T | Pair
♦7,♥5,♣5,♥Q,♣Q | Two Pairs
♦7,♥5,♣5,♦T,♣Q | Pair
♦7,♥5,♠8,♥Q,♣Q | Pair
♦7,♥5,♦3,♥Q,♣Q | Pair
♦7,♥5,♥Q,♦T,♣Q | Pair
♦7,♠J,♠T,♠Q,♥Q | Pair
♦7,♠J,♠T,♠Q,♦T | Pair
♦7,♠J,♠T,♠Q,♣Q | Pair
♦7,♠J,♠T,♣2,♦T | Pair
♦7,♠J,♠T,♦A,♦T | Pair
♦7,♠J,♠T,♣5,♦T | Pair
♦7,♠J,♠T,♠8,♦T | Pair
♦7,♠J,♠T,♦3,♦T | Pair
♦7,♠J,♠T,♥Q,♦T | Pair
♦7,♠J,♠T,♥Q,♣Q | Pair
♦7,♠J,♠T,♦T,♣Q | Pair
♦7,♠J,♠Q,♣2,♥Q | Pair
♦7,♠J,♠Q,♣2,♣Q | Pair
♦7,♠J,♠Q,♦A,♥Q | Pair
♦7,♠J,♠Q,♦A,♣Q | Pair
♦7,♠J,♠Q,♣5,♥Q | Pair
♦7,♠J,♠Q,♣5,♣Q | Pair
♦7,♠J,♠Q,♠8,♥Q | Pair
♦7,♠J,♠Q,♠8,♣Q | Pair
♦7,♠J,♠Q,♦3,♥Q | Pair
♦7,♠J,♠Q,♦3,♣Q | Pair
♦7,♠J,♠Q,♥Q,♦T | Pair
♦7,♠J,♠Q,♥Q,♣Q | Full House
♦7,♠J,♠Q,♦T,♣Q | Pair
♦7,♠J,♣2,♥Q,♣Q | Pair
♦7,♠J,♦A,♥Q,♣Q | Pair
♦7,♠J,♣5,♥Q,♣Q | Pair
♦7,♠J,♠8,♥Q,♣Q | Pair
♦7,♠J,♦3,♥Q,♣Q | Pair
♦7,♠J,♥Q,♦T,♣Q | Pair
♦7,♠T,♠Q,♣2,♥Q | Pair
♦7,♠T,♠Q,♣2,♦T | Pair
♦7,♠T,♠Q,♣2,♣Q | Pair
♦7,♠T,♠Q,♦A,♥Q | Pair
♦7,♠T,♠Q,♦A,♦T | Pair
♦7,♠T,♠Q,♦A,♣Q | Pair
♦7,♠T,♠Q,♣5,♥Q | Pair
♦7,♠T,♠Q,♣5,♦T | Pair
♦7,♠T,♠Q,♣5,♣Q | Pair
♦7,♠T,♠Q,♠8,♥Q | Pair
♦7,♠T,♠Q,♠8,♦T | Pair
♦7,♠T,♠Q,♠8,♣Q | Pair
♦7,♠T,♠Q,♦3,♥Q | Pair
♦7,♠T,♠Q,♦3,♦T | Pair
♦7,♠T,♠Q,♦3,♣Q | Pair
♦7,♠T,♠Q,♥Q,♦T | Two Pairs
♦7,♠T,♠Q,♥Q,♣Q | Full House
♦7,♠T,♠Q,♦T,♣Q | Two Pairs
