♦J♠Q♥A♣8♠J|Pair
♥J♦8♥A♣8♠J|Two Pairs
♣2♦8♥A♣8♠J|Pair
♦J♦8♥A♣8♠J|Two Pairs
♠Q♦8♥A♣8♠J|Pair
♥J♣2♣0♣8♠J|Pair
♥J♦J♣0♣8♠J|Three of a Kind
♣2♦J♣0♣8♠J|Pair
♥J♠Q♣0♣8♠J|Pair
♦J♠Q♣0♣8♠J|Pair
♥J♦8♣0♣8♠J|Two Pairs
♣2♦8♣0♣8♠J|Pair
♦J♦8♣0♣8♠J|Two Pairs
♠Q♦8♣0♣8♠J|Pair
♥J♥A♣0♣8♠J|Pair
♦J♥A♣0♣8♠J|Pair
♦8♥A♣0♣8♠J|Pair
��3♣6♥A|Two Pairs
♠J♦A♠3♣6♥A|Pair
♠Q♥3♠3♣6♥A|Pair
♥6♥3♠3♣6♥A|Two Pairs
♠J♥3♠3♣6♥A|Pair
♦A♥3♠3♣6♥A|Two Pairs
♠Q♥6♦4♣6♥A|Pair
♥6♠J♦4♣6♥A|Pair
♠Q♦A♦4♣6♥A|Pair
♥6♦A♦4♣6♥A|Two Pairs
♠J♦A♦4♣6♥A|Pair
♥6♥3♦4♣6♥A|Pair
♦A♥3♦4♣6♥A|Pair
♥6♠3♦4♣6♥A|Pair
♦A♠3♦4♣6♥A|Pair
♥3♠3♦4♣6♥A|Pair
♠Q♥6♦A♦2♥A|Pair
♠Q♠J♦A♦2♥A|Pair
♥6♠J♦A♦2♥A|Pair
♠Q♦A♥3♦2♥A|Pair
♥6♦A♥3♦2♥A|Pair
♠J♦A♥3♦2♥A|Pair
♠Q♦A♠3♦2♥A|Pair
♥6♦A♠3♦2♥A|Pair
♠J♦A♠3♦2♥A|Pair
♠Q♥3♠3♦2♥A|Pair
♥6♥3♠3♦2♥A|Pair
♠J♥3♠3♦2♥A|Pair
♦A♥3♠3♦2♥A|Two Pairs
♠Q♦A♦4♦2♥A|Pair
♥6♦A♦4♦2♥A|Pair
♠J♦A♦4♦2♥A|Pair
♦A♥3♦4♦2♥A|Pair
♦A♠3♦4♦2♥A|Pair
♥3♠3♦4♦2♥A|Pair
♠Q♥6♣6♦2♥A|Pair
♥6♠J♣6♦2♥A|Pair
♠Q♦A♣6♦2♥A|Pair
♥6♦A♣6♦2♥A|Two Pairs
♠J♦A♣6♦2♥A|Pair
♥6♥3♣6♦2♥A|Pair
♦A♥3♣6♦2♥A|Pair
♥6♠3♣6♦2♥A|Pair
♦A♠3♣6♦2♥A|Pair
♥3♠3♣6♦2♥A|Pair
♥6♦4♣6♦2♥A|Pair
♦A♦4♣6♦2♥A|Pair
♠Q♥6♥3♠3♥K|Pair
♠Q♠J♥3♠3♥K|Pair
♥6♠J♥3♠3♥K|Pair
♠Q♦A♥3♠3♥K|Pair
♥6♦A♥3♠3♥K|Pair
♠J♦A♥3♠3♥K|Pair
♠Q♥3♠3♦4♥K|Pair
♥6♥3♠3♦4♥K|Pair
♠J♥3♠3♦4♥K|Pair
♦A♥3♠3♦4♥K|Pair
♠Q♥6♠J♣6♥K|Pair
♠Q♥6♦A♣6♥K|Pair
♥6♠J♦A♣6♥K|Pair
♠Q♥6♥3♣6♥K|Pair
♥6♠J♥3♣6♥K|Pair
♥6♦A♥3♣6♥K|Pair
♠Q♥6♠3♣6♥K|Pair
♥6♠J♠3♣6♥K|Pair
♥6♦A♠3♣6♥K|Pair
♠Q♥3♠3♣6♥K|Pair
♥6♥3♠3♣6♥K|Two Pairs
♠J♥3♠3♣6♥K|Pair
♦A♥3♠3♣6♥K|Pair
♠Q♥6♦4♣6♥K|Pair
♥6♠J♦4♣6♥K|Pair
♥6♦A♦4♣6♥K|Pair
♥6♥3♦4♣6♥K|Pair
♥6♠3♦4♣6♥K|Pair
♥3♠3♦4♣6♥K|Pair
♠Q♥3♠3♦2♥K|Pair
♥6♥3♠3♦2♥K|Pair
♠J♥3♠3♦2♥K|Pair
♦A♥3♠3♦2♥K|Pair
♥3♠3♦4♦2♥K|Pair
♠Q♥6♣6♦2♥K|Pair
♥6♠J♣6♦2♥K|Pair
♥6♦A♣6♦2♥K|Pair
♥6♥3♣6♦2♥K|Pair
♥6♠3♣6♦2♥K|Pair
♥3♠3♣6♦2♥K|Pair
♥6♦4♣6♦2♥K|Pair
♠Q♥6♦A♥A♥K|Pair
♠Q♠J♦A♥A♥K|Pair
♥6♠J♦A♥A♥K|Pair
♠Q♦A♥3♥A♥K|Pair
♥6♦A♥3♥A♥K|Pair
♠J♦A♥3♥A♥K|Pair
♠Q♦A♠3♥A♥K|Pair
♥6♦A♠3♥A♥K|Pair
♠J♦A♠3♥A♥K|Pair
♠Q♥3♠3♥A♥K|Pair
♥6♥3♠3♥A♥K|Pair
♠J♥3♠3♥A♥K|Pair
♦A♥3♠3♥A♥K|Two Pairs
♠Q♦A♦4♥A♥K|Pair
♥6♦A♦4♥A♥K|Pair
♠J♦A♦4♥A♥K|Pair
♦A♥3♦4♥A♥K|Pair
♦A♠3♦4♥A♥K|Pair
♥3♠3♦4♥A♥K|Pair
♠Q♥6♣6♥A♥K|Pair
♥6♠J♣6♥A♥K|Pair
♠Q♦A♣6♥A♥K|Pair
♥6♦A♣6♥A♥K|Two Pairs
♠J♦A♣6♥A♥K|Pair
♥6♥3♣6♥A♥K|Pair
♦A♥3♣6♥A♥K|Pair
♥6♠3♣6♥A♥K|Pair
♦A♠3♣6♥A♥K|Pair
♥3♠3♣6♥A♥K|Pair
♥6♦4♣6♥A♥K|Pair
♦A♦4♣6♥A♥K|Pair
♠Q♦A♦2♥A♥K|Pair
♥6♦A♦2♥A♥K|Pair
♠J♦A♦2♥A♥K|Pair
♦A♥3♦2♥A♥K|Pair
♦A♠3♦2♥A♥K|Pair
♥3♠3♦2♥A♥K|Pair
♦A♦4♦2♥A♥K|Pair
♥6♣6♦2♥A♥K|Pair
♦A♣6♦2♥A♥K|Pair
